HR,precision,recall,MRR,MAP
0.10119047619047619,0.10119047619047619,0.08912760416666667,0.10119047619047619,0.10119047619047619
0.20126488095238096,0.10239955357142858,0.17960379464285714,0.15122767857142858,0.13783482142857142
0.2994791666666667,0.10336061507936507,0.2717199900793651,0.18396577380952378,0.16740554728835977
0.4030877976190476,0.10607328869047619,0.371258060515873,0.20986793154761904,0.1927173755787037
0.49255952380952384,0.1054315476190476,0.46125062003968254,0.22776227678571428,0.21185180018187827
