HR,precision,recall,MRR,MAP
0.4817708333333333,0.4817708333333333,0.4540674603174603,0.4817708333333333,0.4817708333333333
0.5917038690476191,0.30710565476190477,0.5616939484126984,0.5367373511904762,0.5186011904761905
0.6612723214285714,0.236297123015873,0.636492435515873,0.5599268353174603,0.542999751984127
0.6962425595238095,0.19019717261904762,0.6754371279761904,0.5686693948412699,0.5533479559358465
0.7213541666666666,0.1593377976190476,0.7034629216269841,0.5736917162698413,0.5599115410052911
