HR,precision,recall,MRR,MAP
0.6037946428571429,0.6037946428571429,0.5664806547619047,0.6037946428571429,0.6037946428571429
0.7496279761904762,0.39248511904761907,0.7165178571428571,0.6767113095238095,0.6562965029761905
0.8284970238095238,0.2993551587301588,0.8050409226190476,0.703000992063492,0.6858052248677249
0.8824404761904762,0.24311755952380953,0.8649150545634919,0.7164868551587301,0.7016859912367724
0.91796875,0.20517113095238096,0.9062872023809525,0.723592509920635,0.7117283089451059
