HR,precision,recall,MRR,MAP
0.4583333333333333,0.4583333333333333,0.4326605902777778,0.4583333333333333,0.4583333333333333
0.5697544642857143,0.29399181547619047,0.5392020089285714,0.5140438988095238,0.49521019345238093
0.6359747023809523,0.22557043650793648,0.6075427827380953,0.5361173115079365,0.5173456101190477
0.6808035714285714,0.18568638392857142,0.6588355654761905,0.5473245287698413,0.5313959676752645
0.7113095238095238,0.15691964285714283,0.6927176339285714,0.5534257192460318,0.5391974619708995
