HR,precision,recall,MRR,MAP
0.6129092261904762,0.6129092261904762,0.5747271825396826,0.6129092261904762,0.6129092261904762
0.7472098214285714,0.39295014880952384,0.714719742063492,0.6800595238095238,0.6604817708333334
0.8232886904761905,0.298797123015873,0.8007533482142856,0.7054191468253967,0.6890656001984128
0.8753720238095238,0.24232700892857142,0.858727058531746,0.7184399801587301,0.704548507771164
0.9174107142857143,0.2052455357142857,0.9062065972222222,0.7268477182539682,0.7154657014715609
