HR,precision,recall,MRR,MAP
0.6045386904761905,0.6045386904761905,0.5669828869047618,0.6045386904761905,0.6045386904761905
0.7477678571428571,0.3931361607142857,0.7160590277777777,0.6761532738095238,0.6571800595238095
0.8294270833333334,0.29997519841269843,0.805899677579365,0.7033730158730159,0.6867611193783068
0.8803943452380952,0.2431640625,0.8637803819444445,0.7161148313492064,0.7022724454365079
0.9161086309523809,0.20468750000000002,0.9040302579365079,0.7232576884920634,0.7117646329365078
